2011,9,22,1145604.05
2011,9,23,1148301.3
2011,9,26,1146606.4
2011,9,27,1141516.65
2011,9,28,1139406.15
2011,9,29,1131787.85
2011,9,30,1121421.15
2011,10,3,1114466.75
2011,10,4,1111607.85
2011,10,5,1118317.85
2011,10,6,1116723.3
2011,10,7,1107652.75
2011,10,10,1129156.0
2011,10,11,1142541.45
2011,10,12,1144516.85
2011,10,13,1151391.9
2011,10,14,1165817.95
2011,10,17,1163915.8
2011,10,18,1166158.3
2011,10,19,1138485.85
2011,10,20,1134362.5
2011,10,21,1131071.4
2011,10,24,1146165.25
2011,10,25,1137330.55
2011,10,26,1140541.3
2011,10,27,1144745.5
2011,10,28,1144976.65
2011,10,31,1145185.15
2011,11,1,1136066.6
2011,11,2,1136807.25
2011,11,3,1142877.85
2011,11,4,1139568.65
2011,11,7,1138286.2
2011,11,8,1145829.65
2011,11,9,1133376.1
2011,11,10,1121674.95
2011,11,11,1120237.1
2011,11,14,1113573.35
2011,11,15,1124813.55
2011,11,16,1120245.5
2011,11,17,1112032.5
2011,11,18,1109409.95
2011,11,21,1103084.65
2011,11,22,1112100.35
2011,11,23,1101268.3
2011,11,25,1097579.35
2011,11,28,1111181.9
2011,11,29,1107979.2
2011,11,30,1117837.9
2011,12,1,1123887.0
2011,12,2,1125636.55
2011,12,5,1129305.6
2011,12,6,1126949.0
2011,12,7,1124749.9
2011,12,8,1127025.6
2011,12,9,1129940.25
2011,12,12,1127915.9
2011,12,13,1124290.7
2011,12,14,1114398.5
2011,12,15,1112829.65
2011,12,16,1114960.55
2011,12,19,1116615.7
2011,12,20,1132562.0
